unit,sex,age,region,year,value
YR,M,Y68,AT,2010,15.7
YR,M,Y69,AT,2010,15.0
YR,M,Y7,AT,2010,71.2
YR,M,Y70,AT,2010,14.3
YR,M,Y71,AT,2010,13.6
YR,M,Y72,AT,2010,13.0
YR,M,Y73,AT,2010,12.3
YR,M,Y74,AT,2010,11.6
YR,M,Y75,AT,2010,11.0
YR,M,Y76,AT,2010,10.4
YR,M,Y77,AT,2010,9.8
YR,M,Y78,AT,2010,9.2
YR,M,Y79,AT,2010,8.7
YR,M,Y8,AT,2010,70.2
YR,M,Y80,AT,2010,8.1
YR,M,Y81,AT,2010,7.6
YR,M,Y82,AT,2010,7.1
YR,M,Y83,AT,2010,6.7
YR,M,Y84,AT,2010,6.3
YR,M,Y9,AT,2010,69.2
YR,M,Y_GE85,AT,2010,5.9
YR,M,Y_LT1,AT,2010,77.8
YR,T,Y1,AT,2010,80.1
YR,T,Y10,AT,2010,71.2
YR,T,Y11,AT,2010,70.2
YR,T,Y12,AT,2010,69.2
YR,T,Y13,AT,2010,68.2
YR,T,Y14,AT,2010,67.2
YR,T,Y15,AT,2010,66.2
YR,T,Y16,AT,2010,65.2
YR,T,Y17,AT,2010,64.2
YR,T,Y18,AT,2010,63.2
YR,T,Y19,AT,2010,62.3
YR,T,Y2,AT,2010,79.1
YR,T,Y20,AT,2010,61.3
YR,T,Y21,AT,2010,60.3
YR,T,Y22,AT,2010,59.4
YR,T,Y23,AT,2010,58.4
YR,T,Y24,AT,2010,57.4
YR,T,Y25,AT,2010,56.5
YR,T,Y26,AT,2010,55.5
YR,T,Y27,AT,2010,54.5
YR,T,Y28,AT,2010,53.6
YR,T,Y29,AT,2010,52.6
YR,T,Y3,AT,2010,78.1
YR,T,Y30,AT,2010,51.6
YR,T,Y31,AT,2010,50.6
YR,T,Y32,AT,2010,49.7
YR,T,Y33,AT,2010,48.7
YR,T,Y34,AT,2010,47.7
YR,T,Y35,AT,2010,46.7
YR,T,Y36,AT,2010,45.8
YR,T,Y37,AT,2010,44.8
YR,T,Y38,AT,2010,43.8
YR,T,Y39,AT,2010,42.9
YR,T,Y4,AT,2010,77.1
YR,T,Y40,AT,2010,41.9
YR,T,Y41,AT,2010,41.0
YR,T,Y42,AT,2010,40.0
YR,T,Y43,AT,2010,39.0
YR,T,Y44,AT,2010,38.1
YR,T,Y45,AT,2010,37.2
YR,T,Y46,AT,2010,36.2
YR,T,Y47,AT,2010,35.3
YR,T,Y48,AT,2010,34.4
YR,T,Y49,AT,2010,33.4
YR,T,Y5,AT,2010,76.1
YR,T,Y50,AT,2010,32.5
YR,T,Y51,AT,2010,31.6
YR,T,Y52,AT,2010,30.7
YR,T,Y53,AT,2010,29.8
YR,T,Y54,AT,2010,29.0
YR,T,Y55,AT,2010,28.1
YR,T,Y56,AT,2010,27.2
YR,T,Y57,AT,2010,26.3
YR,T,Y58,AT,2010,25.5
YR,T,Y59,AT,2010,24.7
YR,T,Y6,AT,2010,75.1
YR,T,Y60,AT,2010,23.8
YR,T,Y61,AT,2010,23.0
YR,T,Y62,AT,2010,22.2
YR,T,Y63,AT,2010,21.4
YR,T,Y64,AT,2010,20.6
YR,T,Y65,AT,2010,19.8
YR,T,Y66,AT,2010,19.0
YR,T,Y67,AT,2010,18.3
YR,T,Y68,AT,2010,17.5
YR,T,Y69,AT,2010,16.8
YR,T,Y7,AT,2010,74.1
YR,T,Y70,AT,2010,16.0
YR,T,Y71,AT,2010,15.3
YR,T,Y72,AT,2010,14.5
YR,T,Y73,AT,2010,13.8
YR,T,Y74,AT,2010,13.1
YR,T,Y75,AT,2010,12.4
YR,T,Y76,AT,2010,11.7
YR,T,Y77,AT,2010,11.1
YR,T,Y78,AT,2010,10.4
YR,T,Y79,AT,2010,9.8
YR,T,Y8,AT,2010,73.1
YR,T,Y80,AT,2010,9.2
YR,T,Y81,AT,2010,8.6
YR,T,Y82,AT,2010,8.1
YR,T,Y83,AT,2010,7.6
YR,T,Y84,AT,2010,7.1
YR,T,Y9,AT,2010,72.1
YR,T,Y_GE85,AT,2010,6.7
YR,T,Y_LT1,AT,2010,80.7
YR,F,Y1,AT,2009,82.5
YR,F,Y10,AT,2009,73.6
YR,F,Y11,AT,2009,72.6
YR,F,Y12,AT,2009,71.6
YR,F,Y13,AT,2009,70.6
YR,F,Y14,AT,2009,69.6
YR,F,Y15,AT,2009,68.6
YR,F,Y16,AT,2009,67.6
YR,F,Y17,AT,2009,66.7
YR,F,Y18,AT,2009,65.7
YR,F,Y19,AT,2009,64.7
YR,F,Y2,AT,2009,81.5
YR,F,Y20,AT,2009,63.7
YR,F,Y21,AT,2009,62.7
YR,F,Y22,AT,2009,61.7
YR,F,Y23,AT,2009,60.7
YR,F,Y24,AT,2009,59.8
YR,F,Y25,AT,2009,58.8
YR,F,Y26,AT,2009,57.8
YR,F,Y27,AT,2009,56.8
YR,F,Y28,AT,2009,55.8
YR,F,Y29,AT,2009,54.8
YR,F,Y3,AT,2009,80.5
YR,F,Y30,AT,2009,53.9
YR,F,Y31,AT,2009,52.9
YR,F,Y32,AT,2009,51.9
YR,F,Y33,AT,2009,50.9
YR,F,Y34,AT,2009,49.9
YR,F,Y35,AT,2009,48.9
YR,F,Y36,AT,2009,48.0
YR,F,Y37,AT,2009,47.0
YR,F,Y38,AT,2009,46.0
YR,F,Y39,AT,2009,45.0
YR,F,Y4,AT,2009,79.5
YR,F,Y40,AT,2009,44.1
YR,F,Y41,AT,2009,43.1
YR,F,Y42,AT,2009,42.1
YR,F,Y43,AT,2009,41.1
YR,F,Y44,AT,2009,40.2
YR,F,Y45,AT,2009,39.2
YR,F,Y46,AT,2009,38.3
YR,F,Y47,AT,2009,37.3
YR,F,Y48,AT,2009,36.4
YR,F,Y49,AT,2009,35.4
YR,F,Y5,AT,2009,78.6
YR,F,Y50,AT,2009,34.5
YR,F,Y51,AT,2009,33.6
YR,F,Y52,AT,2009,32.7
YR,F,Y53,AT,2009,31.7
YR,F,Y54,AT,2009,30.8
YR,F,Y55,AT,2009,29.9
YR,F,Y56,AT,2009,29.0
YR,F,Y57,AT,2009,28.1
YR,F,Y58,AT,2009,27.2
YR,F,Y59,AT,2009,26.3
YR,F,Y6,AT,2009,77.6
YR,F,Y60,AT,2009,25.4
YR,F,Y61,AT,2009,24.6
YR,F,Y62,AT,2009,23.7
YR,F,Y63,AT,2009,22.9
YR,F,Y64,AT,2009,22.0
YR,F,Y65,AT,2009,21.2
YR,F,Y66,AT,2009,20.3
YR,F,Y67,AT,2009,19.5
YR,F,Y68,AT,2009,18.7
YR,F,Y69,AT,2009,17.8
YR,F,Y7,AT,2009,76.6
YR,F,Y70,AT,2009,17.0
YR,F,Y71,AT,2009,16.2
YR,F,Y72,AT,2009,15.4
YR,F,Y73,AT,2009,14.6
YR,F,Y74,AT,2009,13.8
YR,F,Y75,AT,2009,13.1
YR,F,Y76,AT,2009,12.4
YR,F,Y77,AT,2009,11.7
YR,F,Y78,AT,2009,11.0
YR,F,Y79,AT,2009,10.3
YR,F,Y8,AT,2009,75.6
YR,F,Y80,AT,2009,9.6
YR,F,Y81,AT,2009,9.0
YR,F,Y82,AT,2009,8.4
YR,F,Y83,AT,2009,7.9
YR,F,Y84,AT,2009,7.4
YR,F,Y9,AT,2009,74.6
YR,F,Y_GE85,AT,2009,6.9
YR,F,Y_LT1,AT,2009,83.2
YR,M,Y1,AT,2009,76.9
YR,M,Y10,AT,2009,68.0
YR,M,Y11,AT,2009,67.0
YR,M,Y12,AT,2009,66.0
YR,M,Y13,AT,2009,65.0
YR,M,Y14,AT,2009,64.0
YR,M,Y15,AT,2009,63.0
YR,M,Y16,AT,2009,62.0
YR,M,Y17,AT,2009,61.1
YR,M,Y18,AT,2009,60.1
YR,M,Y19,AT,2009,59.1
YR,M,Y2,AT,2009,75.9
YR,M,Y20,AT,2009,58.2
YR,M,Y21,AT,2009,57.2
YR,M,Y22,AT,2009,56.3
YR,M,Y23,AT,2009,55.3
YR,M,Y24,AT,2009,54.4
YR,M,Y25,AT,2009,53.4
YR,M,Y26,AT,2009,52.4
YR,M,Y27,AT,2009,51.5
YR,M,Y28,AT,2009,50.5
YR,M,Y29,AT,2009,49.5
YR,M,Y3,AT,2009,74.9
YR,M,Y30,AT,2009,48.6
YR,M,Y31,AT,2009,47.6
YR,M,Y32,AT,2009,46.6
YR,M,Y33,AT,2009,45.7
YR,M,Y34,AT,2009,44.7
YR,M,Y35,AT,2009,43.8
YR,M,Y36,AT,2009,42.8
YR,M,Y37,AT,2009,41.8
YR,M,Y38,AT,2009,40.9
YR,M,Y39,AT,2009,39.9
YR,M,Y4,AT,2009,73.9
YR,M,Y40,AT,2009,39.0
YR,M,Y41,AT,2009,38.0
YR,M,Y42,AT,2009,37.1
YR,M,Y43,AT,2009,36.1
YR,M,Y44,AT,2009,35.2
YR,M,Y45,AT,2009,34.3
YR,M,Y46,AT,2009,33.3
YR,M,Y47,AT,2009,32.4
YR,M,Y48,AT,2009,31.5
YR,M,Y49,AT,2009,30.6
YR,M,Y5,AT,2009,72.9
YR,M,Y50,AT,2009,29.8
YR,M,Y51,AT,2009,28.9
YR,M,Y52,AT,2009,28.0
YR,M,Y53,AT,2009,27.1
YR,M,Y54,AT,2009,26.3
YR,M,Y55,AT,2009,25.4
YR,M,Y56,AT,2009,24.6
YR,M,Y57,AT,2009,23.8
YR,M,Y58,AT,2009,23.0
YR,M,Y59,AT,2009,22.2
YR,M,Y6,AT,2009,71.9
YR,M,Y60,AT,2009,21.4
YR,M,Y61,AT,2009,20.6
YR,M,Y62,AT,2009,19.9
YR,M,Y63,AT,2009,19.1
YR,M,Y64,AT,2009,18.4
YR,M,Y65,AT,2009,17.6
YR,M,Y66,AT,2009,16.9
YR,M,Y67,AT,2009,16.2
YR,M,Y68,AT,2009,15.5
YR,M,Y69,AT,2009,14.8
YR,M,Y7,AT,2009,70.9
YR,M,Y70,AT,2009,14.1
YR,M,Y71,AT,2009,13.4
YR,M,Y72,AT,2009,12.7
YR,M,Y73,AT,2009,12.0
YR,M,Y74,AT,2009,11.4
YR,M,Y75,AT,2009,10.8
YR,M,Y76,AT,2009,10.1
YR,M,Y77,AT,2009,9.6
YR,M,Y78,AT,2009,9.0
YR,M,Y79,AT,2009,8.5
YR,M,Y8,AT,2009,69.9
YR,M,Y80,AT,2009,8.0
YR,M,Y81,AT,2009,7.5
YR,M,Y82,AT,2009,7.0
YR,M,Y83,AT,2009,6.6
YR,M,Y84,AT,2009,6.2
YR,M,Y9,AT,2009,69.0
YR,M,Y_GE85,AT,2009,5.8
YR,M,Y_LT1,AT,2009,77.6
YR,T,Y1,AT,2009,79.8
YR,T,Y10,AT,2009,70.9
YR,T,Y11,AT,2009,69.9
YR,T,Y12,AT,2009,68.9
YR,T,Y13,AT,2009,67.9
YR,T,Y14,AT,2009,66.9
YR,T,Y15,AT,2009,65.9
YR,T,Y16,AT,2009,64.9
YR,T,Y17,AT,2009,63.9
YR,T,Y18,AT,2009,63.0
YR,T,Y19,AT,2009,62.0
YR,T,Y2,AT,2009,78.8
YR,T,Y20,AT,2009,61.0
YR,T,Y21,AT,2009,60.1
YR,T,Y22,AT,2009,59.1
YR,T,Y23,AT,2009,58.1
YR,T,Y24,AT,2009,57.2
YR,T,Y25,AT,2009,56.2
YR,T,Y26,AT,2009,55.2
YR,T,Y27,AT,2009,54.2
YR,T,Y28,AT,2009,53.3
YR,T,Y29,AT,2009,52.3
YR,T,Y3,AT,2009,77.8
YR,T,Y30,AT,2009,51.3
YR,T,Y31,AT,2009,50.3
YR,T,Y32,AT,2009,49.4
YR,T,Y33,AT,2009,48.4
YR,T,Y34,AT,2009,47.4
YR,T,Y35,AT,2009,46.5
YR,T,Y36,AT,2009,45.5
YR,T,Y37,AT,2009,44.5
YR,T,Y38,AT,2009,43.5
YR,T,Y39,AT,2009,42.6
YR,T,Y4,AT,2009,76.8
YR,T,Y40,AT,2009,41.6
YR,T,Y41,AT,2009,40.7
YR,T,Y42,AT,2009,39.7
YR,T,Y43,AT,2009,38.8
YR,T,Y44,AT,2009,37.8
YR,T,Y45,AT,2009,36.9
YR,T,Y46,AT,2009,35.9
YR,T,Y47,AT,2009,35.0
YR,T,Y48,AT,2009,34.1
YR,T,Y49,AT,2009,33.2
YR,T,Y5,AT,2009,75.8
YR,T,Y50,AT,2009,32.3
YR,T,Y51,AT,2009,31.4
YR,T,Y52,AT,2009,30.5
YR,T,Y53,AT,2009,29.6
YR,T,Y54,AT,2009,28.7
YR,T,Y55,AT,2009,27.8
YR,T,Y56,AT,2009,27.0
YR,T,Y57,AT,2009,26.1
YR,T,Y58,AT,2009,25.3
YR,T,Y59,AT,2009,24.4
YR,T,Y6,AT,2009,74.8
YR,T,Y60,AT,2009,23.6
YR,T,Y61,AT,2009,22.8
YR,T,Y62,AT,2009,22.0
YR,T,Y63,AT,2009,21.2
YR,T,Y64,AT,2009,20.4
YR,T,Y65,AT,2009,19.6
YR,T,Y66,AT,2009,18.8
YR,T,Y67,AT,2009,18.0
YR,T,Y68,AT,2009,17.3
YR,T,Y69,AT,2009,16.5
YR,T,Y7,AT,2009,73.8
YR,T,Y70,AT,2009,15.8
YR,T,Y71,AT,2009,15.0
YR,T,Y72,AT,2009,14.3
YR,T,Y73,AT,2009,13.5
YR,T,Y74,AT,2009,12.8
YR,T,Y75,AT,2009,12.2
YR,T,Y76,AT,2009,11.5
YR,T,Y77,AT,2009,10.9
YR,T,Y78,AT,2009,10.2
YR,T,Y79,AT,2009,9.6
YR,T,Y8,AT,2009,72.8
YR,T,Y80,AT,2009,9.1
YR,T,Y81,AT,2009,8.5
YR,T,Y82,AT,2009,8.0
YR,T,Y83,AT,2009,7.5
YR,T,Y84,AT,2009,7.0
YR,T,Y9,AT,2009,71.9
YR,T,Y_GE85,AT,2009,6.6
YR,T,Y_LT1,AT,2009,80.5
YR,F,Y1,AT,2008,82.5
YR,F,Y10,AT,2008,73.6
YR,F,Y11,AT,2008,72.6
YR,F,Y12,AT,2008,71.6
YR,F,Y13,AT,2008,70.6
YR,F,Y14,AT,2008,69.6
YR,F,Y15,AT,2008,68.6
YR,F,Y16,AT,2008,67.6
YR,F,Y17,AT,2008,66.7
YR,F,Y18,AT,2008,65.7
YR,F,Y19,AT,2008,64.7
YR,F,Y2,AT,2008,81.6
YR,F,Y20,AT,2008,63.7
YR,F,Y21,AT,2008,62.7
YR,F,Y22,AT,2008,61.8
YR,F,Y23,AT,2008,60.8
YR,F,Y24,AT,2008,59.8
YR,F,Y25,AT,2008,58.8
YR,F,Y26,AT,2008,57.8
YR,F,Y27,AT,2008,56.8
YR,F,Y28,AT,2008,55.9
YR,F,Y29,AT,2008,54.9
YR,F,Y3,AT,2008,80.6
YR,F,Y30,AT,2008,53.9
YR,F,Y31,AT,2008,52.9
YR,F,Y32,AT,2008,51.9
YR,F,Y33,AT,2008,50.9
YR,F,Y34,AT,2008,49.9
YR,F,Y35,AT,2008,49.0
YR,F,Y36,AT,2008,48.0
YR,F,Y37,AT,2008,47.0
YR,F,Y38,AT,2008,46.0
YR,F,Y39,AT,2008,45.0
YR,F,Y4,AT,2008,79.6
YR,F,Y40,AT,2008,44.1
YR,F,Y41,AT,2008,43.1
YR,F,Y42,AT,2008,42.1
YR,F,Y43,AT,2008,41.2
YR,F,Y44,AT,2008,40.2
YR,F,Y45,AT,2008,39.2
YR,F,Y46,AT,2008,38.3
YR,F,Y47,AT,2008,37.3
YR,F,Y48,AT,2008,36.4
YR,F,Y49,AT,2008,35.4
YR,F,Y5,AT,2008,78.6
YR,F,Y50,AT,2008,34.5
YR,F,Y51,AT,2008,33.6
YR,F,Y52,AT,2008,32.7
YR,F,Y53,AT,2008,31.7
YR,F,Y54,AT,2008,30.8
YR,F,Y55,AT,2008,29.9
YR,F,Y56,AT,2008,29.0
YR,F,Y57,AT,2008,28.1
YR,F,Y58,AT,2008,27.2
YR,F,Y59,AT,2008,26.3
YR,F,Y6,AT,2008,77.6
YR,F,Y60,AT,2008,25.4
YR,F,Y61,AT,2008,24.6
YR,F,Y62,AT,2008,23.7
YR,F,Y63,AT,2008,22.8
YR,F,Y64,AT,2008,22.0
YR,F,Y65,AT,2008,21.1
YR,F,Y66,AT,2008,20.3
YR,F,Y67,AT,2008,19.4
YR,F,Y68,AT,2008,18.6
YR,F,Y69,AT,2008,17.8
YR,F,Y7,AT,2008,76.6
YR,F,Y70,AT,2008,17.0
YR,F,Y71,AT,2008,16.1
YR,F,Y72,AT,2008,15.3
YR,F,Y73,AT,2008,14.5
YR,F,Y74,AT,2008,13.7
YR,F,Y75,AT,2008,13.0
YR,F,Y76,AT,2008,12.3
YR,F,Y77,AT,2008,11.5
YR,F,Y78,AT,2008,10.8
YR,F,Y79,AT,2008,10.2
YR,F,Y8,AT,2008,75.6
YR,F,Y80,AT,2008,9.5
YR,F,Y81,AT,2008,8.9
YR,F,Y82,AT,2008,8.4
YR,F,Y83,AT,2008,7.8
YR,F,Y84,AT,2008,7.3
YR,F,Y9,AT,2008,74.6
YR,F,Y_GE85,AT,2008,6.8
YR,F,Y_LT1,AT,2008,83.3
YR,M,Y1,AT,2008,77.1
YR,M,Y10,AT,2008,68.2
YR,M,Y11,AT,2008,67.2
YR,M,Y12,AT,2008,66.2
YR,M,Y13,AT,2008,65.2
YR,M,Y14,AT,2008,64.2
YR,M,Y15,AT,2008,63.2
YR,M,Y16,AT,2008,62.2
YR,M,Y17,AT,2008,61.2
YR,M,Y18,AT,2008,60.3
YR,M,Y19,AT,2008,59.3
YR,M,Y2,AT,2008,76.1
YR,M,Y20,AT,2008,58.4
YR,M,Y21,AT,2008,57.4
YR,M,Y22,AT,2008,56.5
YR,M,Y23,AT,2008,55.5
YR,M,Y24,AT,2008,54.6
YR,M,Y25,AT,2008,53.6
YR,M,Y26,AT,2008,52.6
YR,M,Y27,AT,2008,51.7
YR,M,Y28,AT,2008,50.7
YR,M,Y29,AT,2008,49.8
YR,M,Y3,AT,2008,75.1
YR,M,Y30,AT,2008,48.8
YR,M,Y31,AT,2008,47.8
YR,M,Y32,AT,2008,46.8
YR,M,Y33,AT,2008,45.9
YR,M,Y34,AT,2008,44.9
YR,M,Y35,AT,2008,43.9
YR,M,Y36,AT,2008,43.0
YR,M,Y37,AT,2008,42.0
YR,M,Y38,AT,2008,41.1
YR,M,Y39,AT,2008,40.1
YR,M,Y4,AT,2008,74.1
YR,M,Y40,AT,2008,39.2
YR,M,Y41,AT,2008,38.2
YR,M,Y42,AT,2008,37.3
YR,M,Y43,AT,2008,36.3
YR,M,Y44,AT,2008,35.4
YR,M,Y45,AT,2008,34.4
YR,M,Y46,AT,2008,33.5
YR,M,Y47,AT,2008,32.6
YR,M,Y48,AT,2008,31.7
YR,M,Y49,AT,2008,30.8
YR,M,Y5,AT,2008,73.1
YR,M,Y50,AT,2008,29.9
YR,M,Y51,AT,2008,29.0
YR,M,Y52,AT,2008,28.1
YR,M,Y53,AT,2008,27.3
YR,M,Y54,AT,2008,26.4
YR,M,Y55,AT,2008,25.6
YR,M,Y56,AT,2008,24.7
YR,M,Y57,AT,2008,23.9
YR,M,Y58,AT,2008,23.1
YR,M,Y59,AT,2008,22.3
YR,M,Y6,AT,2008,72.1
YR,M,Y60,AT,2008,21.5
YR,M,Y61,AT,2008,20.7
YR,M,Y62,AT,2008,19.9
YR,M,Y63,AT,2008,19.2
YR,M,Y64,AT,2008,18.4
YR,M,Y65,AT,2008,17.7
YR,M,Y66,AT,2008,17.0
YR,M,Y67,AT,2008,16.2
YR,M,Y68,AT,2008,15.5
YR,M,Y69,AT,2008,14.8
YR,M,Y7,AT,2008,71.2
YR,M,Y70,AT,2008,14.1
YR,M,Y71,AT,2008,13.4
YR,M,Y72,AT,2008,12.7
YR,M,Y73,AT,2008,12.0
YR,M,Y74,AT,2008,11.3
YR,M,Y75,AT,2008,10.7
YR,M,Y76,AT,2008,10.1
YR,M,Y77,AT,2008,9.5
YR,M,Y78,AT,2008,9.0
YR,M,Y79,AT,2008,8.4
YR,M,Y8,AT,2008,70.2
YR,M,Y80,AT,2008,7.9
YR,M,Y81,AT,2008,7.4
YR,M,Y82,AT,2008,6.9
YR,M,Y83,AT,2008,6.5
YR,M,Y84,AT,2008,6.1
YR,M,Y9,AT,2008,69.2
YR,M,Y_GE85,AT,2008,5.7
YR,M,Y_LT1,AT,2008,77.7
YR,T,Y1,AT,2008,79.9
YR,T,Y10,AT,2008,71.0
YR,T,Y11,AT,2008,70.0
YR,T,Y12,AT,2008,69.0
YR,T,Y13,AT,2008,68.0
YR,T,Y14,AT,2008,67.0
YR,T,Y15,AT,2008,66.0
YR,T,Y16,AT,2008,65.0
YR,T,Y17,AT,2008,64.1
YR,T,Y18,AT,2008,63.1
YR,T,Y19,AT,2008,62.1
YR,T,Y2,AT,2008,78.9
YR,T,Y20,AT,2008,61.2
YR,T,Y21,AT,2008,60.2
YR,T,Y22,AT,2008,59.2
YR,T,Y23,AT,2008,58.3
YR,T,Y24,AT,2008,57.3
YR,T,Y25,AT,2008,56.3
YR,T,Y26,AT,2008,55.4
YR,T,Y27,AT,2008,54.4
YR,T,Y28,AT,2008,53.4
YR,T,Y29,AT,2008,52.4
YR,T,Y3,AT,2008,78.0
YR,T,Y30,AT,2008,51.5
YR,T,Y31,AT,2008,50.5
YR,T,Y32,AT,2008,49.5
YR,T,Y33,AT,2008,48.5
YR,T,Y34,AT,2008,47.6
YR,T,Y35,AT,2008,46.6
YR,T,Y36,AT,2008,45.6
YR,T,Y37,AT,2008,44.6
YR,T,Y38,AT,2008,43.7
YR,T,Y39,AT,2008,42.7
YR,T,Y4,AT,2008,77.0
YR,T,Y40,AT,2008,41.7
YR,T,Y41,AT,2008,40.8
YR,T,Y42,AT,2008,39.8
YR,T,Y43,AT,2008,38.9
YR,T,Y44,AT,2008,37.9
YR,T,Y45,AT,2008,37.0
YR,T,Y46,AT,2008,36.0
YR,T,Y47,AT,2008,35.1
YR,T,Y48,AT,2008,34.2
YR,T,Y49,AT,2008,33.3
YR,T,Y5,AT,2008,76.0
YR,T,Y50,AT,2008,32.4
YR,T,Y51,AT,2008,31.4
YR,T,Y52,AT,2008,30.6
YR,T,Y53,AT,2008,29.7
YR,T,Y54,AT,2008,28.8
YR,T,Y55,AT,2008,27.9
YR,T,Y56,AT,2008,27.0
YR,T,Y57,AT,2008,26.2
YR,T,Y58,AT,2008,25.3
YR,T,Y59,AT,2008,24.5
YR,T,Y6,AT,2008,75.0
YR,T,Y60,AT,2008,23.7
YR,T,Y61,AT,2008,22.8
YR,T,Y62,AT,2008,22.0
YR,T,Y63,AT,2008,21.2
YR,T,Y64,AT,2008,20.4
YR,T,Y65,AT,2008,19.6
YR,T,Y66,AT,2008,18.8
YR,T,Y67,AT,2008,18.1
YR,T,Y68,AT,2008,17.3
YR,T,Y69,AT,2008,16.5
YR,T,Y7,AT,2008,74.0
YR,T,Y70,AT,2008,15.8
YR,T,Y71,AT,2008,15.0
YR,T,Y72,AT,2008,14.2
YR,T,Y73,AT,2008,13.5
YR,T,Y74,AT,2008,12.8
YR,T,Y75,AT,2008,12.1
YR,T,Y76,AT,2008,11.4
YR,T,Y77,AT,2008,10.8
YR,T,Y78,AT,2008,10.2
YR,T,Y79,AT,2008,9.6
YR,T,Y8,AT,2008,73.0
YR,T,Y80,AT,2008,9.0
YR,T,Y81,AT,2008,8.4
YR,T,Y82,AT,2008,7.9
YR,T,Y83,AT,2008,7.4
YR,T,Y84,AT,2008,6.9
YR,T,Y9,AT,2008,72.0
YR,T,Y_GE85,AT,2008,6.5
YR,T,Y_LT1,AT,2008,80.6
YR,F,Y1,AT,2007,82.3
YR,F,Y10,AT,2007,73.4
YR,F,Y11,AT,2007,72.4
YR,F,Y12,AT,2007,71.4
YR,F,Y13,AT,2007,70.4
YR,F,Y14,AT,2007,69.4
YR,F,Y15,AT,2007,68.4
YR,F,Y16,AT,2007,67.5
YR,F,Y17,AT,2007,66.5
YR,F,Y18,AT,2007,65.5
YR,F,Y19,AT,2007,64.5
YR,F,Y2,AT,2007,81.4
YR,F,Y20,AT,2007,63.5
YR,F,Y21,AT,2007,62.5
YR,F,Y22,AT,2007,61.6
YR,F,Y23,AT,2007,60.6
YR,F,Y24,AT,2007,59.6
YR,F,Y25,AT,2007,58.6
YR,F,Y26,AT,2007,57.6
YR,F,Y27,AT,2007,56.6
YR,F,Y28,AT,2007,55.6
YR,F,Y29,AT,2007,54.6
YR,F,Y3,AT,2007,80.4
YR,F,Y30,AT,2007,53.7
YR,F,Y31,AT,2007,52.7
YR,F,Y32,AT,2007,51.7
YR,F,Y33,AT,2007,50.7
YR,F,Y34,AT,2007,49.7
YR,F,Y35,AT,2007,48.7
YR,F,Y36,AT,2007,47.8
YR,F,Y37,AT,2007,46.8
YR,F,Y38,AT,2007,45.8
YR,F,Y39,AT,2007,44.8
YR,F,Y4,AT,2007,79.4
YR,F,Y40,AT,2007,43.8
YR,F,Y41,AT,2007,42.9
YR,F,Y42,AT,2007,41.9
YR,F,Y43,AT,2007,41.0
YR,F,Y44,AT,2007,40.0
YR,F,Y45,AT,2007,39.0
YR,F,Y46,AT,2007,38.1
YR,F,Y47,AT,2007,37.1
YR,F,Y48,AT,2007,36.2
YR,F,Y49,AT,2007,35.3
YR,F,Y5,AT,2007,78.4
YR,F,Y50,AT,2007,34.3
YR,F,Y51,AT,2007,33.4
YR,F,Y52,AT,2007,32.5
YR,F,Y53,AT,2007,31.6
YR,F,Y54,AT,2007,30.6
YR,F,Y55,AT,2007,29.7
YR,F,Y56,AT,2007,28.8
YR,F,Y57,AT,2007,27.9
YR,F,Y58,AT,2007,27.0
YR,F,Y59,AT,2007,26.2
YR,F,Y6,AT,2007,77.4
YR,F,Y60,AT,2007,25.3
YR,F,Y61,AT,2007,24.4
YR,F,Y62,AT,2007,23.6
YR,F,Y63,AT,2007,22.7
YR,F,Y64,AT,2007,21.8
YR,F,Y65,AT,2007,21.0
YR,F,Y66,AT,2007,20.1
YR,F,Y67,AT,2007,19.3
YR,F,Y68,AT,2007,18.5
YR,F,Y69,AT,2007,17.6
YR,F,Y7,AT,2007,76.4
YR,F,Y70,AT,2007,16.8
YR,F,Y71,AT,2007,16.0
YR,F,Y72,AT,2007,15.2
YR,F,Y73,AT,2007,14.4
YR,F,Y74,AT,2007,13.6
YR,F,Y75,AT,2007,12.8
YR,F,Y76,AT,2007,12.1
YR,F,Y77,AT,2007,11.4
YR,F,Y78,AT,2007,10.7
YR,F,Y79,AT,2007,10.0
YR,F,Y8,AT,2007,75.4
YR,F,Y80,AT,2007,9.4
YR,F,Y81,AT,2007,8.8
YR,F,Y82,AT,2007,8.2
YR,F,Y83,AT,2007,7.6
YR,F,Y84,AT,2007,7.1
YR,F,Y9,AT,2007,74.4
YR,F,Y_GE85,AT,2007,6.6
YR,F,Y_LT1,AT,2007,83.1
YR,M,Y1,AT,2007,76.7
YR,M,Y10,AT,2007,67.8
YR,M,Y11,AT,2007,66.8
YR,M,Y12,AT,2007,65.8
YR,M,Y13,AT,2007,64.8
YR,M,Y14,AT,2007,63.9
YR,M,Y15,AT,2007,62.9
YR,M,Y16,AT,2007,61.9
YR,M,Y17,AT,2007,60.9
YR,M,Y18,AT,2007,59.9
YR,M,Y19,AT,2007,59.0
YR,M,Y2,AT,2007,75.8
YR,M,Y20,AT,2007,58.1
YR,M,Y21,AT,2007,57.1
YR,M,Y22,AT,2007,56.2
YR,M,Y23,AT,2007,55.2
YR,M,Y24,AT,2007,54.3
YR,M,Y25,AT,2007,53.3
YR,M,Y26,AT,2007,52.3
YR,M,Y27,AT,2007,51.4
YR,M,Y28,AT,2007,50.4
YR,M,Y29,AT,2007,49.4
YR,M,Y3,AT,2007,74.8
